Hospital_ID,Hospital_Name,Address,City,State,Zip_Code,Bed_Count,Hospital_Type,Rating,Accreditation,Phone
HOSP00964,Regional Medical Center,2039 Park Ave,Houston,TX,83060,286,Teaching,4.6,Joint Commission,(986) 475-5535
HOSP00965,General Hospital,3024 Elm Ave,New York,VA,77517,1174,Psychiatric,4.5,None,(659) 455-3227
HOSP00966,Community Hospital,6987 Elm Ave,Houston,AZ,26700,641,Rehabilitation,3.7,,(492) 438-7156
HOSP00967,Community Hospital,3786 Oak Ave,Houston,AZ,16900,,Specialty,1.8,DNV,(977) 467-7393
HOSP00968,General Hospital,421 Lake St,Phoenix ,PA,33717,690,Teaching,3.9,JCI,(608) 365-3081
HOSP00969,,5733 Lake St,,CA,18224,257,Teaching,4.8,CARF,(778) 244-9398
HOSP00970,Regional Medical Center,3714 Hill Ave,Los Angeles,VA,13280,604,Psychiatric,1.9,Joint Commission,(978) 234-3661
HOSP00971,Mercy Hospital,844 Lake St,Dallas,GA,93888,990,Teaching,4.5,Joint Commission ,(298) 694-7001
HOSP00972,Lakeside Health,9819 Oak St,Phoenix,MI,19534,500,Specialty,2.3,joint commission,(804) 918-8929
HOSP00973,Lakeside Health,2248 Elm St,Phoenix ,FL,45258,249,Community,2.4,,(872) 538-6230
HOSP00974,City Health Clinic,2744 Oak Ave,Phoenix,WA,62794,662,Community,2.9,,(954) 162-6272
HOSP00975,Sunrise Medical,3400 Main St,New York,WA,53094,67,Trauma Center,1.4,DNV,(460) 385-7072
HOSP00976,General Hospital ,4047 Elm Ave,Phoenix,PA,28561,848,Trauma Center,2.3,DNV,(574) 132-1272
HOSP00977,Valley View Hospital,7232 Park St,Phoenix,PA ,49909,1194,Rehabilitation,1.9,joint commission,(587) 795-6832
HOSP00978,VALLEY VIEW HOSPITAL,4290 Hill Ave,Los Angeles,VA,18515,496,Community,1.2,,(249) 907-7303
HOSP00979,St. Mary Medical Center,895 Elm St,Houston,CA,15045,538,Specialty,4.6,CARF,(897) 654-3136
HOSP00980,COMMUNITY HOSPITAL,3781 Park St,Dallas,MI,63939,374,Rehabilitation,2.3,DNV,(994) 917-8210
HOSP00981,Metro Medical Center,8874 Main Ave,Los Angeles,NC,95580,790,Teaching,1.1,joint commission,(494) 386-1550
HOSP00982,Metro Medical Center,9827 Elm Ave,New York ,FL,,728,General,3.3,,(821) 554-4975
HOSP00983,Sunrise Medical,8071 Park Ave,Houston,TX,76577,139,Community,1.7,,(516) 818-4074
HOSP00984,Sunrise Medical,4472 Oak Ave,Los Angeles,MA,79656,248,Teaching ,4.6,JCI,(693) 142-2551
HOSP00985,Community Hospital ,375 Lake Ave,Chicago,PA ,62372,971,General,3.8, ,(369) 207-4512
HOSP00986,General Hospital,3839 Lake St,Chicago,AZ,32831,606,Psychiatric,1.8,None,(243) 751-2617
HOSP00987,VALLEY VIEW HOSPITAL,9261 Hill Ave,Phoenix,CA,58205,820,Rehabilitation,2.6,,(541) 106-5957
HOSP00988,Community Hospital,2610 Hill St,Los Angeles,NJ,,1174,Specialty,3.0,None,(434) 231-6627
HOSP00989,Valley View Hospital,4185 Lake Ave,New York ,AZ,44471,1142,General,3.4,joint commission,(998) 601-5349
HOSP00990,General Hospital,8722 Main St,,VA,53476,951,Community,,Joint Commission,(201) 796-9047
HOSP00991,Community Hospital,280 Elm Ave,Los Angeles,MI,70569,858,Teaching,3.8,joint commission,(758) 436-8068
HOSP00992,Regional Medical Center,4233 Oak Ave,Phoenix ,AZ,91060,289,Psychiatric ,4.7,Joint Commission,(537) 810-9492
HOSP00993,Mercy Hospital,5900 Elm Ave,,WA,65555,617,Teaching,1.6,joint commission,(555) 503-3304
HOSP00994,Valley View Hospital,3986 Elm St,Houston,FL,52272,57,General,2.7,,(549) 255-3051
HOSP00995,Lakeside Health,8346 Park St,Chicago,PA,47502,,Teaching,2.5,,(804) 115-8153
HOSP00996,Regional Medical Center,5860 Park St,Los Angeles,PA,87632,224,Psychiatric,3.2,JCI,(322) 544-9470
HOSP00997,Valley View Hospital,7357 Park Ave,New York,VA,22314,203,Rehabilitation,N/A,JCI,(285) 163-2113
HOSP00998,Sunrise Medical,4105 Lake St,New York,NJ,43437,325,Community,3.5,Joint Commission,(542) 833-6808
HOSP00999,Mercy Hospital,8231 Hill St,New York,CA,76938,241,,3.1,CARF,(772) 172-1065
HOSP01000,Metro Medical Center,9516 Park Ave,Dallas,IL,63262,712,Specialty,2.6,CARF,(879) 363-5957
