Accreditation,Address,Sum of Bed_Count,City,Hospital_ID,Hospital_Name,Hospital_Type,Phone,Sum of Rating,State,Zip_Code
Unknown,6293 Hill St,1136,New York,HOSP00747,General Hospital,Specialty,(793) 949-9077,3.3,NC,86636
Unknown,632 Oak Ave,0,Chicago,HOSP00440,City Health Clinic,Rehabilitation,(830) 228-7530,0,NY,32776
Unknown,6349 Main St,438,New York,HOSP00780,Unknown,General,(329) 774-9692,0,Unknown,57948
Unknown,6412 Elm Ave,200,Dallas,HOSP00109,City Health Clinic,Community,(809) 809-3910,0,OH,32162
Unknown,6450 Park St,1154,Phoenix,HOSP00944,Sunrise Medical,Community,(922) 733-1540,4.9,NY,20612
Unknown,6486 Park St,629,New York,HOSP00708,Community Hospital,Unknown,(497) 270-1446,1.4,MI,31898
Unknown,6500 Lake St,803,Phoenix,HOSP00625,Valley View Hospital,Rehabilitation,Unknown,2.8,WA,23213
Unknown,6536 Hill Ave,401,Unknown,HOSP00461,City Health Clinic,Teaching,(930) 347-4636,4.3,NJ,67864
Unknown,6683 Main St,164,Dallas,HOSP00182,Metro Medical Center,Unknown,(228) 492-6758,2.6,MA,38985
Unknown,6811 Hill St,819,Phoenix,HOSP00097,General Hospital,Trauma Center,(975) 482-6618,1.3,FL,50088
Unknown,6818 Elm St,779,Los Angeles,HOSP00774,General Hospital,Rehabilitation,(839) 101-1637,4.1,GA,82624
Unknown,6824 Park Ave,1181,Phoenix,HOSP00271,Sunrise Medical,Specialty,(964) 217-5159,3.4,Unknown,29219
Unknown,6987 Elm Ave,641,Houston,HOSP00966,Community Hospital,Rehabilitation,(492) 438-7156,3.7,AZ,26700
Unknown,7028 Hill St,664,New York,HOSP00071,St. Mary Medical Center,Community,(331) 504-1588,3.1,VA,28032
Unknown,7214 Lake Ave,51,Chicago,HOSP00339,Mercy Hospital,Psychiatric,(771) 770-6394,2.1,Unknown,90893
Unknown,722 Lake St,348,Dallas,HOSP00229,Mercy Hospital,Community,(204) 839-1829,1.1,NC,74796
Unknown,7252 Elm St,835,Houston,HOSP00036,St. Mary Medical Center ,Trauma Center,(933) 102-4999,4.4,GA,66942
Unknown,7273 Oak St,1028,Phoenix,HOSP00322,General Hospital,General,(393) 919-5269,4.5,GA,15586
Unknown,7280 Elm St,287,New York,HOSP00745,REGIONAL MEDICAL CENTER,Specialty,Unknown,1.4,WA,14593
Unknown,7343 Park St,410,New York,HOSP00230,Sunrise Medical,Community,(897) 932-8820,4,TX,86998
Unknown,7371 Elm St,1082,Houston,HOSP00096,Lakeside Health,Specialty,(372) 265-8376,1.6,OH,18241
Unknown,7377 Elm St,466,Houston,HOSP00701,Metro Medical Center,Teaching,(429) 840-9279,4.1,PA,72329
Unknown,7451 Elm Ave,156,New York,HOSP00402,General Hospital,Rehabilitation,(940) 680-5284,3.5,FL,73295
Unknown,7520 Hill Ave,571,New York,HOSP00852,Mercy Hospital,Trauma Center,(675) 281-2555,1.7,WA,31515
Unknown,7622 Hill St,582,New York,HOSP00100,City Health Clinic,Unknown,(284) 510-2235,4,NC,23361
Unknown,7624 Oak Ave,176,Chicago,HOSP00025,Mercy Hospital,Rehabilitation,Unknown,1.2,OH,18056
Unknown,7658 Elm St,164,Phoenix,HOSP00962,Mercy Hospital,Psychiatric,(738) 660-1542,4,GA,81151
Unknown,7667 Elm Ave,1076,Los Angeles,HOSP00175,Community Hospital,Trauma Center,(838) 574-3860,1.4,Unknown,40077
Unknown,7683 Park Ave,866,Phoenix,HOSP00744,Mercy Hospital,General,(525) 304-4105,4.4,NC,90258
Unknown,7719 Main St,999,Dallas,HOSP00310,Community Hospital,Psychiatric,(993) 122-8317,3.2,IL,88696
Unknown,7866 Elm Ave,403,Houston,HOSP00106,Community Hospital,Psychiatric,(423) 652-4653,3.2,Unknown,23341
Unknown,7910 Elm Ave,102,Chicago,HOSP00408,St. Mary Medical Center,Community,(624) 950-3224,0,TX,66903
Unknown,7993 Elm Ave,537,Chicago,HOSP00048,St. Mary Medical Center,Community,(973) 153-8450,1.7,IL,67236
Unknown,8058 Lake Ave,1022,Houston,HOSP00246,Mercy Hospital,Teaching,(255) 684-2971,1.8,AZ,58207
Unknown,8071 Park Ave,139,Houston,HOSP00983,Sunrise Medical,Community,(516) 818-4074,1.7,TX,76577
Unknown,8209 Main St,1200,Dallas,HOSP00658,Unknown,Community,(553) 670-4903,4.8,PA,79027
Unknown,8271 Main Ave,566,Unknown,HOSP00487,General Hospital,General,(304) 260-2267,3.3,NY,34486
Unknown,8293 Park Ave,485,Phoenix,HOSP00511,Lakeside Health,Psychiatric,(490) 431-5958,4.3,Unknown,47931
Unknown,8346 Park St,0,Chicago,HOSP00995,Lakeside Health,Teaching,(804) 115-8153,2.5,PA,47502
Unknown,8367 Main Ave,166,Dallas,HOSP00336,Valley View Hospital,Trauma Center,(968) 799-7116,3.1,NJ,67493
Unknown,8379 Lake Ave,73,Chicago,HOSP00213,Mercy Hospital,Trauma Center,(950) 692-1039,0,TX,86126
Unknown,8411 Elm Ave,408,New York,HOSP00348,REGIONAL MEDICAL CENTER,Teaching,(588) 775-7765,2.7,CA,16592
Unknown,8413 Main Ave,474,Los Angeles,HOSP00491,REGIONAL MEDICAL CENTER,Rehabilitation,(400) 791-2919,1.2,TX,11963
Unknown,8448 Park Ave,995,Houston,HOSP00947,Valley View Hospital,General,(657) 378-9015,3.1,AZ,41334
Unknown,8463 Hill St,223,New York,HOSP00222,Unknown,Trauma Center,(578) 280-4577,4.6,FL,46282
Unknown,8516 Lake Ave,1116,New York,HOSP00903,Lakeside Health,Trauma Center,(871) 914-9675,5,NC,76294
Unknown,8568 Hill Ave,285,Dallas,HOSP00546,Mercy Hospital,Community,(877) 173-4800,2.6,NY,47063
Unknown,8572 Main St,839,Houston,HOSP00746,Sunrise Medical,Teaching,(204) 479-4510,1.4,FL,76790
Unknown,8628 Lake Ave,0,Houston,HOSP00041,REGIONAL MEDICAL CENTER,Rehabilitation,(436) 274-6883,1.2,NC,81123
Unknown,8661 Park St,771,Houston,HOSP00466,City Health Clinic,Rehabilitation,(221) 414-4317,4,IL,88657
Unknown,8676 Elm St,677,Phoenix,HOSP00831,City Health Clinic,Specialty,(228) 824-6684,3.6,MA,62916
Unknown,8691 Hill St,1003,Houston,HOSP00219,Mercy Hospital,Psychiatric,(278) 399-9411,2,OH,93133
Unknown,8727 Hill St,1113,Phoenix,HOSP00481,General Hospital,Unknown,(614) 146-9674,4.2,TX,61457
Unknown,8752 Park Ave,287,Los Angeles,HOSP00406,General Hospital,Psychiatric,(864) 108-6305,3,NC,15239
Unknown,8761 Lake St,954,Houston,HOSP00955,Unknown,Unknown,(803) 348-2586,0,FL,67141
Unknown,8785 Oak St,353,Phoenix,HOSP00773,Sunrise Medical,Rehabilitation,(358) 761-5880,4.7,CA,25640
Unknown,8892 Main St,970,Houston,HOSP00455,REGIONAL MEDICAL CENTER,Teaching,(523) 430-7139,4.3,CA,21834
Unknown,8906 Lake St,835,Chicago,HOSP00087,Mercy Hospital,Specialty,(993) 688-9946,2.7,OH,88339
Unknown,8993 Lake St,1158,Dallas,HOSP00012,General Hospital,Unknown,(422) 872-7750,1.9,CA,79339
Unknown,9064 Lake Ave,273,Chicago,HOSP00803,Mercy Hospital,Community,(760) 158-6010,4.2,MA,10393
Unknown,9259 Hill St,731,Phoenix,HOSP00102,General Hospital,Psychiatric,(972) 317-4180,0,Unknown,98499
Unknown,9261 Hill Ave,820,Phoenix,HOSP00987,Valley View Hospital,Rehabilitation,(541) 106-5957,2.6,CA,58205
Unknown,9322 Hill St,80,Dallas,HOSP00388,St. Mary Medical Center,Psychiatric,(264) 504-7285,2.1,WA,37059
Unknown,9391 Park St,525,New York,HOSP00544,Lakeside Health ,General,(549) 775-8764,2.7,VA,65917
Unknown,9500 Main Ave,354,Unknown,HOSP00504,Unknown,Psychiatric,(838) 608-9354,1.2,Unknown,10337
Unknown,9513 Oak Ave,231,New York,HOSP00726,St. Mary Medical Center ,Teaching,(455) 747-8711,2.5,TX,0
Unknown,9525 Hill Ave,410,Houston,HOSP00609,Lakeside Health,Teaching,(508) 333-9793,4.7,OH,21257
Unknown,9579 Main Ave,218,New York,HOSP00611,Community Hospital,Unknown,(919) 361-5047,2.7,MA,56807
Unknown,9649 Oak Ave,381,Dallas,HOSP00153,General Hospital,Specialty,(971) 752-2454,3.7,VA,96603
Unknown,9678 Lake Ave,0,New York,HOSP00786,Valley View Hospital,Specialty,(966) 354-8431,2.1,Unknown,94726
Unknown,9705 Elm Ave,266,Dallas,HOSP00846,Community Hospital,Trauma Center,(527) 129-5890,1.1,FL,61056
Unknown,9725 Oak St,530,Dallas,HOSP00319,Metro Medical Center,Community,(234) 931-7198,2.4,NY,76879
Unknown,9827 Elm Ave,728,New York,HOSP00982,Metro Medical Center,General,(821) 554-4975,3.3,FL,0
Unknown,988 Lake St,805,Houston,HOSP00874,Metro Medical Center,Specialty,(529) 449-1430,3,NY,75164
Unknown,9919 Park St,1009,Los Angeles,HOSP00865,Metro Medical Center,Rehabilitation,(688) 256-8951,1.9,IL,17082
Unknown,9979 Main St,566,New York,HOSP00662,Metro Medical Center,Specialty,(530) 528-6720,1.5,Unknown,44398
Unknown,9995 Main Ave,811,Unknown,HOSP00724,REGIONAL MEDICAL CENTER,Psychiatric,(558) 209-8966,2,VA,46405
